School Year,Advanced Percent,Advanced Students,Nearing Proficiency Students,Nearing Proficient Percent,Novice Percent,Novice Students,Proficient Percent,Proficient Students
2022-2023,11.46%,1240,2795,25.83%,29.43%,3185,33.28%,3602
2021-2022,12.70%,1425,2841,25.31%,26.82%,3010,35.17%,3947
2020-2021,12.37%,1316,2787,26.20%,26.35%,2803,35.08%,3732
2019-2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018-2019,15.48%,1752,2809,24.82%,23.13%,2618,36.56%,4138
2017-2018,13.77%,1493,2714,25.03%,23.65%,2564,37.55%,4072
2016-2017,14.32%,1557,2559,23.53%,23.70%,2577,38.46%,4182
2015-2016,14.07%,1474,2680,25.57%,22.08%,2314,38.28%,4011
