School Year,Advanced Percent,Advanced Students,Nearing Proficiency Students,Nearing Proficient Percent,Novice Percent,Novice Students,Proficient Percent,Proficient Students
2022-2023,16.93%,1886,2978,26.73%,27.95%,3114,28.40%,3165
2021-2022,15.74%,1721,2943,26.92%,28.28%,3092,29.07%,3178
2020-2021,14.04%,1414,2821,28.01%,28.32%,2852,29.64%,2985
2019-2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018-2019,17.59%,1928,2903,26.49%,24.91%,2730,31.01%,3399
2017-2018,17.06%,1929,2972,26.28%,24.91%,2817,31.75%,3591
2016-2017,16.08%,1881,3219,27.52%,24.90%,2913,31.50%,3685
2015-2016,15.82%,1768,3120,27.91%,22.11%,2472,34.16%,3819
